0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0.669716477394104,0.5575095415115356,0.6365026235580444,0.42632704973220825,0.5770459175109863,0.3220462203025818,0.5283523797988892,0.23146961629390717,0.5264712572097778,0.14281386137008667,0.4902004897594452,0.3520270586013794,0.41637662053108215,0.40711772441864014,0.44673237204551697,0.42550912499427795,0.4809107482433319,0.4190986454486847,0.4805266261100769,0.4379836618900299,0.4223666787147522,0.4731425344944,0.4505993723869324,0.4849700927734375,0.483236163854599,0.480044960975647,0.480831503868103,0.5242552757263184,0.43479081988334656,0.5357365012168884,0.46016445755958557,0.5454272031784058,0.49262362718582153,0.5448894500732422,0.48626577854156494,0.6023141145706177,0.4521694779396057,0.5974788069725037,0.4802247881889343,0.6020859479904175,0.5079599022865295,0.6002709865570068,0
0.6258957386016846,0.744357705116272,0.6062233448028564,0.6524293422698975,0.5653756260871887,0.5861536264419556,0.5295871496200562,0.530636191368103,0.52198326587677,0.4744950532913208,0.48248428106307983,0.6201009750366211,0.48580488562583923,0.6207117438316345,0.5107594728469849,0.6287814378738403,0.5276172161102295,0.6347986459732056,0.4736119508743286,0.6786795258522034,0.4793197214603424,0.6691677570343018,0.501301646232605,0.6741971373558044,0.5189489722251892,0.681098997592926,0.47882434725761414,0.73395836353302,0.4814220368862152,0.7155982255935669,0.5014963150024414,0.7199525833129883,0.520270049571991,0.7260469198226929,0.4897633194923401,0.7823650240898132,0.49216175079345703,0.7649878263473511,0.512395977973938,0.7650324106216431,0.527366578578949,0.7686519622802734,0
0.4592496454715729,0.742680013179779,0.4165528416633606,0.5863968729972839,0.4191470742225647,0.4174196720123291,0.44920772314071655,0.2968052625656128,0.49572739005088806,0.17309343814849854,0.5395084023475647,0.5209490060806274,0.3290340304374695,0.5728867650032043,0.317669153213501,0.6030568480491638,0.37374740839004517,0.6036981344223022,0.5651851296424866,0.6452693939208984,0.324057012796402,0.6964477896690369,0.33500009775161743,0.6919411420822144,0.3911932706832886,0.68015456199646,0.5645992159843445,0.760425329208374,0.34153318405151367,0.7942107319831848,0.34961581230163574,0.7783020734786987,0.40263521671295166,0.7629258632659912,0.5481811165809631,0.8649717569351196,0.3812849819660187,0.8819452524185181,0.3764815628528595,0.8546069860458374,0.4096594452857971,0.836266815662384,0
0.46256911754608154,0.7716194987297058,0.47545066475868225,0.5506083369255066,0.5743839144706726,0.3539082407951355,0.6548362374305725,0.18755748867988586,0.6920612454414368,0.06259062886238098,0.7771384716033936,0.42035454511642456,0.7859749794006348,0.3952726721763611,0.6790704727172852,0.4842560291290283,0.6825429201126099,0.49926698207855225,0.8157414793968201,0.564009428024292,0.8144273161888123,0.5317025184631348,0.6725645065307617,0.5913264155387878,0.6920987367630005,0.5852309465408325,0.8100430369377136,0.7056589722633362,0.8146921992301941,0.6982823610305786,0.681973934173584,0.7092499136924744,0.6858581304550171,0.6957140564918518,0.7823247313499451,0.821174681186676,0.7859362363815308,0.8323007225990295,0.6926930546760559,0.8142373561859131,0.6876282095909119,0.7967975735664368,0
0.6874988079071045,0.7269629240036011,0.6570103168487549,0.5110229253768921,0.5793178677558899,0.31722602248191833,0.5468307733535767,0.15538233518600464,0.5653404593467712,0.02778974175453186,0.4437027871608734,0.3620700240135193,0.30150502920150757,0.3876427114009857,0.3504188060760498,0.4096088409423828,0.40931135416030884,0.4074409604072571,0.41921886801719666,0.5033720135688782,0.2883487045764923,0.49501168727874756,0.34081417322158813,0.513765811920166,0.4044680893421173,0.5251057744026184,0.4078373312950134,0.6384746432304382,0.30356067419052124,0.6078088283538818,0.3508780002593994,0.6213378310203552,0.40855157375335693,0.633182168006897,0.40789514780044556,0.7587667107582092,0.32932519912719727,0.7153966426849365,0.37621912360191345,0.7255507707595825,0.42433449625968933,0.7370350360870361,0
0.6790741682052612,0.7643753290176392,0.6345386505126953,0.546116292476654,0.5482267141342163,0.3686143755912781,0.5077825784683228,0.20391929149627686,0.5249847769737244,0.06450635194778442,0.39793506264686584,0.4306657910346985,0.2711527347564697,0.46224161982536316,0.3244379162788391,0.47874242067337036,0.3816561698913574,0.4746435284614563,0.37860342860221863,0.5691785216331482,0.2681761384010315,0.5698314309120178,0.3211630880832672,0.5787627100944519,0.3792229890823364,0.5818179845809937,0.37816834449768066,0.7031315565109253,0.2950177490711212,0.6817620992660522,0.34163105487823486,0.6859652996063232,0.39594560861587524,0.690680205821991,0.39048466086387634,0.8191752433776855,0.3306269943714142,0.7815661430358887,0.3771945834159851,0.7841354608535767,0.42235416173934937,0.7898921370506287,0
0.6579940915107727,0.7580129504203796,0.6117496490478516,0.5432231426239014,0.5240494608879089,0.37119507789611816,0.477942556142807,0.2087792456150055,0.4919302761554718,0.07320773601531982,0.37046757340431213,0.4330258369445801,0.25247281789779663,0.4643368422985077,0.3056054711341858,0.4776271879673004,0.3607196509838104,0.47261831164360046,0.351966917514801,0.570237398147583,0.2499508559703827,0.5655461549758911,0.30138099193573,0.5724178552627563,0.3574908673763275,0.5769194960594177,0.3525897264480591,0.7035638689994812,0.2736603915691376,0.6779947280883789,0.31807971000671387,0.6798684597015381,0.37167736887931824,0.6862701773643494,0.3648653030395508,0.817916214466095,0.30662858486175537,0.777483344078064,0.35197651386260986,0.7779572010040283,0.3968183994293213,0.7835139036178589,0
0.6496407985687256,0.7647809386253357,0.6031692624092102,0.5469638109207153,0.5161701440811157,0.3763512372970581,0.47056305408477783,0.2157057821750641,0.4830192029476166,0.08288529515266418,0.3642083406448364,0.4371359646320343,0.24966633319854736,0.4660608470439911,0.30289000272750854,0.4793081283569336,0.35751426219940186,0.47566476464271545,0.3442928194999695,0.573668897151947,0.24689960479736328,0.56903076171875,0.2981307804584503,0.575819730758667,0.3532869219779968,0.5805522203445435,0.34403136372566223,0.7073265910148621,0.2690274715423584,0.6827312111854553,0.31349605321884155,0.6841682195663452,0.3667060434818268,0.6906386613845825,0.35581451654434204,0.8216851949691772,0.30019623041152954,0.7827863097190857,0.3452484905719757,0.782709538936615,0.3897203803062439,0.7877792119979858,0
0.6455779671669006,0.7713721394538879,0.5989611148834229,0.5542346239089966,0.5135942697525024,0.3860785663127899,0.46658816933631897,0.2252848744392395,0.47750750184059143,0.0912126898765564,0.357744038105011,0.44448357820510864,0.2471415102481842,0.473333477973938,0.3003365397453308,0.48646435141563416,0.3533991575241089,0.48266470432281494,0.3364013433456421,0.5800418257713318,0.24331435561180115,0.5750075578689575,0.2950955629348755,0.5822682976722717,0.3496735095977783,0.5869047045707703,0.33655059337615967,0.7128514051437378,0.2659223675727844,0.6899579763412476,0.30997994542121887,0.6915563344955444,0.3626680076122284,0.6981296539306641,0.3488505482673645,0.8264394998550415,0.29784703254699707,0.7892402410507202,0.34342265129089355,0.7892324924468994,0.3876742720603943,0.7938913702964783,0
0.6436157822608948,0.7696032524108887,0.597733736038208,0.5532600283622742,0.5118874311447144,0.3861243724822998,0.4644947946071625,0.22520121932029724,0.47593098878860474,0.09070047736167908,0.3556526303291321,0.4454260468482971,0.2449837327003479,0.4746204614639282,0.2983929216861725,0.48720812797546387,0.3516843914985657,0.48276475071907043,0.3347059488296509,0.580988347530365,0.24116434156894684,0.576258659362793,0.29284289479255676,0.582582414150238,0.3474157750606537,0.5867325663566589,0.3348315954208374,0.7134747505187988,0.26410049200057983,0.6903411746025085,0.3083344101905823,0.6912029981613159,0.3610473871231079,0.6973662376403809,0.34697794914245605,0.8264897465705872,0.29500460624694824,0.7885513305664062,0.34062397480010986,0.7884165644645691,0.38501185178756714,0.7931578159332275,0
